State,City,Income,Poverty,Highschool
NJ,Wanamassa CDP,96832.0,7.2,94.2
FL,Christmas CDP,35341.0,23.2,82.2
KS,Winona,58000.0,5.4,93.2
WV,Tunnelton town,46042.0,12.8,81.1
MN,Hillman,53750.0,15.4,84.6
CA,West Goshen CDP,20700.0,76.4,49.1
CO,Watkins CDP,115250.0,0.0,93.8
GA,East Point,37049.0,27.9,84.7
OK,Calumet town,49375.0,11.6,85.7
KS,Maple Hill,65469.0,3.7,97.3
MO,Haywood village,21667.0,27.2,77.6
IA,Vail,43359.0,12.6,77.7
PA,Houtzdale borough,40250.0,17.6,86.9
LA,Provencal village,33438.0,25.3,75.7
TX,Nash,40588.0,17.1,93.2
TX,Wharton,29797.0,25.9,68.5
NE,Miller village,22083.0,39.9,84.2
GA,Daisy,40625.0,24.0,83.0
WI,Stockholm village,36786.0,16.7,92.3
IL,Scales Mound village,43750.0,14.1,91.3
IN,Monrovia town,59750.0,11.7,88.8
AL,Walnut Grove town,38846.0,10.3,68.4
NY,Portville village,51010.0,15.0,92.0
OK,Colony town,70208.0,21.1,80.4
IA,Epworth,70380.0,7.3,97.3
CO,Keystone CDP,66383.0,11.8,85.1
CA,Roseland CDP,50950.0,13.4,66.1
MI,Kent village,39750.0,28.7,76.6
TX,Fair Oaks Ranch,125875.0,0.5,99.3
MO,Pontiac CDP,55606.0,47.8,79.7
TN,Toone town,31719.0,32.1,84.6
FL,Haines,34598.0,26.9,74.2
FL,Pomona Park town,28580.0,24.1,77.9
IA,Panorama Park,47500.0,11.1,84.3
KS,Smith Center,37586.0,16.2,91.4
CT,Danbury,66676.0,12.0,82.5
AL,Penton CDP,30417.0,30.9,51.2
IA,Dyersville,49392.0,9.7,88.9
WI,Fontana-on-Geneva Lake village,77679.0,4.1,97.7
NJ,Yardville CDP,87741.0,3.4,94.4
TX,Jacksonville,29453.0,36.9,70.5
KY,Lawrenceburg,51303.0,11.8,87.9
MN,Erhard,39286.0,16.4,84.2
TX,Roman Forest town,93289.0,2.0,92.1
PA,Carlisle borough,47672.0,18.8,90.4
MA,Newton,122080.0,5.1,97.4
NC,Mineral Springs town,55219.0,17.1,87.6
MS,Blue Springs village,32500.0,23.7,78.8
IA,Toronto,45000.0,6.6,89.8
KY,Goshen,79559.0,4.0,95.8
TN,Brentwood,141833.0,2.6,98.3
GA,Gillsville,46875.0,8.7,84.0
OH,Kirby village,41250.0,5.3,80.0
OK,Dale CDP,41458.0,2.7,100.0
ND,Hazelton,29615.0,21.1,87.5
VA,Meadowbrook CDP,57253.0,9.9,83.9
KS,Fulton,27083.0,34.3,87.8
IL,Bellmont village,31875.0,18.8,78.9
WV,Elizabeth town,31691.0,38.1,82.6
IN,Perrysville town,39706.0,14.8,93.6
IL,Sumner,33125.0,22.9,59.2
GA,Trion town,39942.0,28.0,67.8
NE,Brownville village,40000.0,7.7,92.2
NE,Wann CDP,165321.0,49.4,100.0
CA,Isleton,34833.0,31.5,76.7
WA,Lyman town,64286.0,10.9,91.6
NE,Homer village,40500.0,10.4,94.8
MI,Eagle River CDP,42500.0,3.3,93.5
TX,Newcastle,29545.0,19.0,74.7
SC,Gloverville CDP,23616.0,39.2,66.6
MS,Lena town,39250.0,13.5,86.5
MN,Waldorf,48438.0,13.0,87.2
OK,St. Louis town,35250.0,20.0,78.4
PA,New Salem borough,84167.0,4.3,86.5
OK,Coleman CDP,36875.0,30.4,79.8
MT,Boulder,36250.0,23.3,89.7
WV,Harrisville town,40900.0,16.0,84.0
MA,Cochituate CDP,126875.0,6.6,97.6
WV,Big Chimney CDP,50867.0,0.0,82.4
AR,Jasper,24028.0,24.1,79.6
NY,Quiogue CDP,68056.0,10.5,94.8
WV,Boomer CDP,43417.0,1.0,88.1
PA,Mill Village borough,46625.0,17.1,94.9
AL,White Hall town,18462.0,42.7,66.6
AR,Sulphur Rock town,25114.0,32.5,84.3
NV,Schurz CDP,27875.0,34.2,81.6
KS,Burns,38750.0,9.8,70.5
NJ,Gibbstown CDP,64478.0,7.9,89.7
NY,Nelsonville village,107500.0,1.9,94.1
NE,Hamlet village,39107.0,1.6,87.8
IA,Rockwell,53421.0,5.2,93.2
IA,Rockwell,53421.0,5.2,92.6
IA,Rockwell,53421.0,16.5,93.2
IA,Rockwell,53421.0,16.5,92.6
IA,Rockwell,42450.0,5.2,93.2
IA,Rockwell,42450.0,5.2,92.6
IA,Rockwell,42450.0,16.5,93.2
IA,Rockwell,42450.0,16.5,92.6
WA,Tanglewilde CDP,57500.0,18.7,85.8
IA,Estherville,43536.0,16.2,87.4
NY,Allegany village,48750.0,26.9,98.1
MD,Fishing Creek CDP,66058.0,0.0,86.0
PA,Eastvale borough,37500.0,28.7,82.9
GA,Sky Valley,71250.0,5.2,97.4
IL,Mascoutah,70366.0,9.6,92.4
WI,Dallas village,36667.0,22.4,85.1
OH,Bedford,39626.0,11.7,90.3
WA,Dollars Corner CDP,74276.0,4.3,97.0
FL,Miami Beach,44342.0,17.7,87.2
WA,Machias CDP,65375.0,3.3,91.1
MI,Eagle village,58438.0,0.0,91.1
CO,Milliken town,72273.0,3.0,83.0
IL,Cedar Point village,62500.0,10.1,92.6
PA,Snow Shoe borough,54479.0,14.0,93.7
KY,Douglass Hills,66125.0,9.2,93.2
CA,Indianola CDP,36875.0,29.0,85.9
MT,Manhattan town,52135.0,5.3,96.9
MS,Centreville town,24451.0,51.0,77.4
NC,Eastover town,41627.0,9.0,83.6
NJ,Englewood,75074.0,11.5,88.8
CA,Belvedere,169659.0,3.5,99.5
LA,Charenton CDP,33889.0,9.1,79.5
KS,Mission Woods,131875.0,6.6,99.3
MO,Rich Hill,30781.0,28.1,75.8
VA,Gwynn CDP,59135.0,1.0,93.8
SD,Crooks,82054.0,2.9,92.8
MN,Hitterdal,61750.0,7.6,92.4
WY,Encampment town,42083.0,28.8,98.8
FL,Golden Glades CDP,38090.0,23.6,74.0
CA,Ripon,80734.0,9.8,90.6
CA,Hercules,101018.0,5.1,93.3
HI,Kaunakakai CDP,42206.0,12.5,94.9
IA,Harvey,44375.0,20.1,86.7
KY,Berea,39906.0,26.9,86.5
VA,Harriston CDP,46794.0,3.2,67.3
WI,Manitowoc,40076.0,13.9,88.1
GA,Fort Gaines,19524.0,54.5,73.5
NE,Bayard,42368.0,13.0,82.0
KS,Belleville,34201.0,16.1,91.5
VA,Enon CDP,71754.0,3.5,91.9
TX,Iowa Colony village,74018.0,9.2,78.9
OH,Kidron CDP,60486.0,7.4,72.9
FL,Pine Manor CDP,21214.0,52.1,58.0
TX,Naples,27609.0,22.4,84.4
WA,Five Corners CDP,63521.0,12.4,89.7
MA,Pittsfield,43916.0,17.2,89.6
NJ,Little Silver borough,136818.0,3.5,100.0
IA,Bronson,68750.0,3.9,97.1
NJ,Seaside Heights borough,33958.0,25.3,79.3
NY,Northeast Ithaca CDP,54444.0,20.3,97.9
NM,Spencerville CDP,51397.0,11.4,77.9
CO,Dove Valley CDP,64416.0,9.6,93.8
NM,Santa Clara village,21724.0,31.8,72.8
WA,Fife Heights CDP,74010.0,6.6,94.6
CO,Vail town,67833.0,10.0,99.1
GA,Franklin Springs,39000.0,22.0,91.3
IA,Ventura,67422.0,1.2,98.5
MN,Deephaven,133947.0,2.2,99.8
MI,Oak Park,47463.0,16.2,91.7
IL,Hawthorn Woods village,152781.0,3.1,96.0
LA,Claiborne CDP,52121.0,12.2,90.5
WA,Langley,51591.0,20.4,96.7
MT,Brady CDP,63641.0,10.3,94.2
PA,Pleasant Hills borough,63991.0,5.6,97.0
CA,Angwin CDP,61531.0,11.7,89.6
TX,Mercedes,29945.0,39.9,61.1
KY,McCarr CDP,65833.0,6.1,78.6
WV,Gary,31667.0,17.2,82.5
AZ,Miami town,40602.0,21.1,77.3
NC,Elk Park town,27240.0,25.1,79.9
PA,Glen Lyon CDP,24286.0,45.0,86.4
MS,Ecru town,43750.0,14.3,86.1
NV,Alamo CDP,44007.0,11.9,92.3
MD,Libertytown CDP,77778.0,16.4,95.8
IA,Wallingford,53750.0,10.2,90.8
OK,Covington town,48750.0,6.4,79.9
NJ,Old Tappan borough,116285.0,3.9,94.0
PA,Eagleville CDP (Centre County),57679.0,6.7,84.8
CA,Cabazon CDP,35833.0,30.7,74.1
MT,Hamilton,27907.0,24.3,91.0
IA,Spragueville,25750.0,10.8,78.9
NY,Clyde village,43400.0,19.1,85.3
WA,Index town,57159.0,18.0,93.6
WV,Anmoore town,26429.0,35.1,83.8
CA,Solvang,67484.0,11.1,92.8
OH,Fultonham village,43250.0,3.0,84.2
MS,Bay Springs,29023.0,29.1,77.4
GA,Avera,26250.0,23.6,87.6
MS,Shaw,16506.0,50.9,66.3
PA,Locustdale CDP,43203.0,9.6,76.6
WA,Mirrormont CDP,103250.0,2.5,99.2
AZ,Guadalupe town,29375.0,24.8,61.2
AL,Grant town,55000.0,7.2,89.2
GA,Santa Claus,35682.0,8.9,81.8
MA,Southbridge Town,43870.0,16.9,81.2
NM,Monterey Park CDP,15806.0,74.4,33.4
MT,Fort Belknap Agency CDP,24183.0,45.8,80.6
TX,Holliday,61944.0,14.3,90.4
CA,Menifee,55985.0,12.1,85.9
NY,Lattingtown village,129479.0,4.1,91.1
WI,Wilton village,51591.0,25.4,93.5
CO,Jansen CDP,75552.0,18.3,96.2
PA,Silverdale borough,82083.0,2.7,97.7
FL,St. Marks,49688.0,14.5,88.7
LA,Chatham town,24886.0,28.6,72.9
TX,Clint town,33542.0,31.0,74.9
WI,Bluffview CDP,27232.0,37.6,86.3
IL,Posen village,47310.0,27.1,72.5
PA,Cecil-Bishop CDP,80606.0,2.1,94.4
CA,Lytle Creek CDP,48646.0,6.4,90.8
ID,Notus,43750.0,12.2,79.0
CO,Byers CDP,60662.0,8.8,90.5
NE,Stapleton village,45278.0,15.9,93.5
MD,Tilghman Island CDP,64250.0,11.9,78.6
LA,Fordoche town,51875.0,8.3,75.8
AZ,Chino Valley town,43379.0,18.3,87.0
IL,Oak Lawn village,56185.0,10.8,89.9
GA,Willacoochee,26518.0,44.2,62.9
OH,Leavittsburg CDP,37197.0,17.9,87.2
NJ,Moorestown-Lenola CDP,101886.0,4.7,96.3
IA,Bradford CDP,42813.0,0.0,88.5
AR,Yellville,29402.0,16.8,79.2
IA,Rose Hill,30000.0,34.5,80.0
KS,Kanopolis,40156.0,7.2,82.7
OK,Hanna town,22917.0,49.6,56.3
NH,Amherst CDP,112344.0,4.3,97.2
PA,Oak Hills CDP,68708.0,14.9,95.7
SC,Charleston,55546.0,17.8,93.6
TX,Palmhurst,78068.0,13.7,78.2
MN,Mapleview,29500.0,49.8,74.0
NY,Tivoli village,40357.0,31.3,87.9
PA,Plymptonville CDP,44722.0,9.6,84.6
IA,Farmington,38056.0,14.1,79.2
OH,Mount Sterling village,34233.0,23.0,88.1
KS,Independence,40957.0,20.5,89.5
OK,Bartlesville,50280.0,15.7,91.0
NE,Atkinson,43359.0,12.7,91.7
ID,Wardner,49583.0,20.4,92.7
PA,Hostetter CDP,47813.0,7.4,78.5
NY,Hammond village,35938.0,27.8,93.9
OH,Rudolph CDP,36324.0,5.9,86.2
CA,Collierville CDP,49375.0,18.9,82.9
NM,Taos Pueblo CDP,29716.0,21.2,92.6
NJ,Laurence Harbor CDP,74103.0,3.9,94.3
SC,Inman,32622.0,22.6,79.9
NC,New London town,56875.0,12.1,91.9
MT,Helena Valley Northwest CDP,78737.0,2.9,96.9
SC,Jamestown town,46250.0,16.3,89.1
RI,Charlestown CDP,79750.0,5.1,94.7
CO,Lafayette,70714.0,8.4,94.9
NV,Searchlight CDP,25741.0,43.5,74.7
NY,Rome,43323.0,18.6,87.8
IN,Medaryville town,33214.0,22.2,70.0
NY,Richburg village,38125.0,29.3,87.6
ND,Hatton,42396.0,14.9,84.8
OH,Cecil village,36250.0,27.7,82.9
WV,Belmont,39375.0,26.5,89.3
ID,Bonners Ferry,31715.0,13.5,86.8
FL,Nocatee CDP,85632.0,4.5,98.6
HI,Eleele CDP,68750.0,11.2,85.5
NY,North Wantagh CDP,95909.0,2.4,93.5
IA,Moulton,32083.0,35.5,86.7
MI,Petoskey,37556.0,12.4,95.7
MN,Onamia,29583.0,25.7,83.5
MN,Rothsay,44545.0,8.7,92.1
TX,Hearne,37218.0,19.6,67.0
OH,New Bloomington village,29375.0,24.8,58.7
ID,Reubens,42500.0,14.7,97.8
IL,Newton,40417.0,19.0,84.6
OH,Kettlersville village,67500.0,16.1,91.6
NJ,Long Valley CDP,95000.0,3.1,87.8
IA,Onawa,31610.0,23.8,92.9
FL,Kendale Lakes CDP,48818.0,13.8,84.2
OK,Apache town,32837.0,25.0,83.4
WV,Spencer,22453.0,30.8,75.1
AZ,Avenue B and C CDP,26495.0,43.7,49.9
AR,Enola town,49167.0,18.4,81.0
TX,Silverton,36458.0,15.9,72.3
NM,Sanostee CDP,20125.0,43.2,67.7
FL,Beacon Square CDP,35763.0,23.4,86.8
PA,Maple Glen CDP,118199.0,1.5,96.6
OR,Hood River,47310.0,19.1,85.6
IL,Countryside,56659.0,13.3,92.4
AR,Ash Flat,22946.0,34.1,74.1
PA,Wellsboro borough,50345.0,13.1,94.6
AR,Fifty-Six,45625.0,5.9,86.5
TX,Wellman,43036.0,18.6,78.4
NM,Causey village,49375.0,16.1,86.4
CO,Silver Plume town,42000.0,11.5,98.0
OH,Steubenville,33179.0,27.2,87.9
NC,Fairfield CDP,36375.0,6.9,74.7
OR,Dundee,67384.0,8.0,89.7
PA,Mifflin borough,41667.0,13.3,79.4
NE,Overland CDP,107857.0,0.0,89.3
PA,Wilcox CDP,44297.0,14.0,93.6
AR,East End CDP,49420.0,6.7,85.6
LA,Lydia CDP,41222.0,9.4,78.4
MI,St. Clair Shores,53093.0,9.8,91.9
OR,Canyon town,36528.0,9.8,90.4
TN,Oneida town,29786.0,29.9,84.3
AL,Collinsville town,25795.0,32.1,52.0
TX,Barstow,27708.0,30.1,55.4
NE,Oshkosh,33571.0,14.4,93.1
CA,Los Alamos CDP,61115.0,26.5,77.3
MD,Ridgely town,60938.0,11.3,82.8
GA,Nashville,26102.0,31.1,77.8
NY,Forest Home CDP,32778.0,22.4,99.0
OH,South Salem village,30469.0,37.8,82.0
OK,Amber town,43333.0,14.6,88.1
CA,Patterson,53542.0,21.8,74.5
IA,Gowrie,43250.0,12.4,88.1
TX,Cleveland,29868.0,28.0,71.6
IA,Tama,51741.0,17.4,84.4
MO,Bucklin,37500.0,21.3,86.0
VA,Vienna town,139201.0,3.3,94.5
TX,Seagraves,48750.0,20.5,64.7
OR,Scio,49531.0,16.2,89.6
OH,Norwalk,41660.0,16.3,88.5
WI,Reeseville village,41136.0,14.0,83.9
MN,Cokato,51893.0,14.3,93.7
NY,Clinton village,54813.0,11.0,97.5
IA,Audubon,37983.0,11.6,89.7
IA,Dunkerton,55938.0,7.2,92.7
NE,Walthill village,35139.0,33.1,81.8
TX,Huntington,39559.0,24.5,79.4
NC,Cricket CDP,25125.0,37.7,58.7
MI,Midland,53722.0,15.7,94.9
IA,Gilmore,38125.0,11.8,90.4
WI,Dousman village,60911.0,6.8,93.3
KS,Downs,44167.0,7.9,91.9
GA,Dahlonega,35477.0,20.3,86.8
SD,Bison town,38167.0,9.6,90.8
AR,Swifton,27054.0,33.6,85.0
AL,Chatom town,35365.0,19.8,76.0
KY,Adairville,31495.0,23.7,72.8
OH,Withamsville CDP,57712.0,9.2,93.9
NE,Concord village,36875.0,10.4,91.3
AL,Cordova,19139.0,32.8,79.8
MO,Browning,29375.0,34.0,87.8
NY,Port Washington North village,106902.0,2.4,96.8
OK,Gore town,32411.0,19.8,85.1
NY,Corinth village,42183.0,19.6,86.9
FL,West DeLand CDP,44840.0,19.2,89.5
OK,Wagoner,32602.0,24.1,83.5
TX,Waskom,34722.0,21.8,81.3
WA,Reardan town,40500.0,25.8,95.2
WV,Waverly CDP,41417.0,15.3,83.8
SC,Campobello town,36458.0,23.8,82.2
TX,Leonard,37155.0,21.6,82.1
KS,Mullinville,43750.0,8.9,89.2
TX,Las Quintas Fronterizas CDP,22455.0,35.1,68.3
AL,Dothan,42426.0,19.1,86.2
OR,Gold Beach,48065.0,19.8,88.3
NY,Limestone CDP,45227.0,12.2,89.8
AZ,Tonalea CDP,23750.0,18.7,65.8
PA,Brackenridge borough,42560.0,12.3,92.5
NE,Wauneta village,40000.0,15.4,84.8
FL,Captiva CDP,61406.0,63.8,91.3
FL,Palm Bay,43163.0,17.6,87.6
AK,Anderson,87708.0,0.0,98.6
KS,Elwood,35500.0,20.7,84.0
ND,Forman,41983.0,11.0,91.5
PA,Leith-Hatfield CDP,70152.0,6.2,90.9
SD,Clark,39519.0,11.0,86.8
NJ,Villas CDP,48042.0,15.2,82.0
IA,Lohrville,46375.0,14.2,89.5
TX,Dalworthington Gardens,118125.0,2.4,93.6
IL,Georgetown,39750.0,19.5,87.3
TX,North Richland Hills,63766.0,7.7,92.1
WV,Tornado CDP,67941.0,4.0,97.1
OH,Laurelville village,24750.0,37.4,78.7
WI,Brooklyn village,76471.0,1.0,96.0
AK,Toksook Bay,64000.0,14.6,75.6
TX,Homestead Meadows South CDP,34753.0,30.2,50.8
CT,Bridgeport,41801.0,22.9,75.6
NY,Middleburgh village,43482.0,14.2,88.3
NY,Gates CDP,50729.0,8.6,84.6
OH,Gloria Glens Park village,46250.0,5.6,79.3
VA,Verona CDP,44006.0,15.7,80.2
OK,Wyandotte town,39375.0,14.7,79.6
GA,Climax,43571.0,17.6,74.3
IA,Alexander,39375.0,28.0,84.4
MO,Warrensburg,40789.0,25.3,92.6
IL,Oconee village,42000.0,15.6,94.6
PA,Grove borough,42720.0,11.1,91.9
MN,Mendota,66250.0,14.3,97.3
NY,Garden South CDP,106935.0,5.1,88.6
NJ,High Bridge borough,81250.0,2.7,94.9
VT,Barre,41156.0,18.7,89.3
OK,Ratliff town,42500.0,24.4,95.1
KY,Booneville,12083.0,43.9,80.6
PA,Brisbin borough,42917.0,10.5,83.5
PA,Herminie CDP,51771.0,19.2,88.2
UT,Moroni,45893.0,17.7,74.0
KY,Hendron CDP,52448.0,13.4,93.0
TX,Quitaque,32262.0,33.1,65.1
RI,Woonsocket,36420.0,25.0,79.2
MO,Breckenridge Hills,30867.0,29.3,83.5
CA,Caspar CDP,56103.0,9.0,97.2
MT,Chester town,40000.0,2.5,89.3
KS,Park,25500.0,31.3,74.3
KS,Park,25500.0,31.3,90.2
KS,Park,25500.0,11.4,74.3
KS,Park,25500.0,11.4,90.2
KS,Park,58719.0,31.3,74.3
KS,Park,58719.0,31.3,90.2
KS,Park,58719.0,11.4,74.3
KS,Park,58719.0,11.4,90.2
MO,Butler,27412.0,31.0,82.4
PA,Malvern borough,70825.0,10.0,94.3
AL,Midland town,27163.0,31.5,79.3
WY,Ralston CDP,77750.0,1.5,89.2
NC,River Road CDP,51250.0,8.7,81.2
MO,Wilbur Park village,64643.0,6.9,91.2
GA,Sunset Village CDP,59310.0,0.0,74.3
OK,Summit town,26750.0,39.6,69.1
NC,Advance CDP,53750.0,14.5,93.4
CA,Interlaken CDP,64938.0,12.4,64.7
FL,Pinewood CDP,27731.0,32.2,72.3
ME,Standish CDP,38477.0,23.4,100.0
OH,New Albany,196030.0,2.6,98.7
PA,St. Clair borough,31691.0,16.1,85.7
PA,Hop Bottom borough,48958.0,12.6,87.5
CA,Laguna Beach,98366.0,6.7,97.5
CA,Linda CDP,36836.0,32.6,73.1
NC,Troy town,26315.0,45.2,80.7
CO,Pagosa Springs town,32063.0,21.6,83.3
OH,Xenia,37138.0,26.1,86.9
VA,Blackstone town,35591.0,23.7,79.1
IN,Memphis CDP,49243.0,13.7,92.6
LA,Maringouin town,25179.0,32.1,78.6
AZ,Morenci CDP,65706.0,6.8,94.3
OH,McDonald village,48964.0,14.1,92.9
NC,Havelock,47208.0,13.6,94.9
GA,Yatesville town,46250.0,7.0,81.0
WA,West Richland,82795.0,9.8,93.3
TX,Clarendon,34063.0,20.5,83.4
ID,Pocatello,40269.0,21.9,92.2
CA,Highgrove CDP,43021.0,31.9,69.0
VA,Free Union CDP,82159.0,8.9,96.3
TX,Diboll,39699.0,21.5,69.9
PA,Kirkwood CDP,42500.0,24.1,49.7
AL,Glencoe,46691.0,11.1,86.6
KS,Kickapoo Site 7 CDP,23333.0,27.9,93.3
MN,Dumont,68214.0,15.6,84.2
OH,Reminderville village,78025.0,1.4,96.0
OK,Johnson town,37917.0,11.0,82.5
AL,Lockhart town,36250.0,14.9,82.2
IL,Hidalgo village,56071.0,6.5,79.7
IL,Bushnell,34912.0,16.1,86.8
KS,Moline,26125.0,20.4,90.2
MI,Lawton village,42277.0,15.3,87.2
HI,Holualoa CDP,69444.0,11.7,92.4
KY,North Middletown,47000.0,15.0,72.2
MN,Ebro CDP,36250.0,36.7,82.5
AZ,Chloride CDP,20431.0,29.7,96.3
MT,Grass Range town,25625.0,41.7,91.1
MO,Hayti Heights,13594.0,62.5,65.3
WI,Camp Douglas village,36563.0,14.3,90.4
SD,Anderson CDP,80250.0,4.6,86.0
IL,Pittsfield,38958.0,14.6,88.4
FL,DeLand Southwest CDP,20074.0,42.9,73.2
NJ,Griggstown CDP,130455.0,8.1,92.5
SC,Hickory Grove town,58125.0,14.9,76.4
MN,Glenville,46917.0,11.5,92.0
NY,Mattydale CDP,44882.0,16.6,91.1
MO,Jane town,47813.0,4.1,76.4
PA,Philipsburg borough,36458.0,18.8,90.4
WV,Brenton CDP,15417.0,74.9,61.6
ID,Winchester,33333.0,18.7,87.2
MD,Fort Washington CDP,104132.0,5.2,91.8
WI,Mauston,41660.0,16.0,82.8
MA,Lawrence,34852.0,28.4,68.5
WV,Hinton,31019.0,23.8,81.2
AL,La Fayette,25666.0,24.8,69.7
MO,Tipton,47981.0,14.3,79.4
WI,Marion,36786.0,22.4,90.5
FL,Manasota Key CDP,69931.0,5.4,92.3
PA,Bulger CDP,51250.0,28.9,100.0
AR,Birdsong town,30833.0,2.4,60.0
CA,Buckhorn CDP,45469.0,16.4,90.0
AK,Stebbins,39271.0,29.3,74.3
TX,Archer,38580.0,19.7,87.0
PA,Ben Avon Heights borough,151250.0,2.5,99.6
OK,Sweetwater town,53438.0,5.9,90.8
MO,Eagleville town,32000.0,18.5,84.8
WV,Amherstdale CDP,24250.0,18.5,78.8
NY,South Lima CDP,45250.0,7.5,90.5
UT,Tselakai Dezza CDP,61667.0,0.0,82.4
TX,Detroit town,24271.0,25.9,86.8
AL,Harpersville town,35972.0,18.8,80.7
PA,Holiday Pocono CDP,44063.0,2.2,90.8
IA,South Amana CDP,61176.0,0.0,100.0
TX,Sterling,53015.0,17.3,74.4
CA,Highlands-Baywood Park CDP,145921.0,4.7,96.2
KY,Hazard,31714.0,26.5,78.1
OK,Okemah,30086.0,31.1,79.5
IN,Dale town,42000.0,16.7,74.2
KS,Denton,63750.0,1.2,98.4
AL,Ridgeville town,20625.0,35.9,69.6
VT,North Springfield CDP,14911.0,18.1,78.1
IN,Akron town,39531.0,17.1,69.2
MI,K. I. Sawyer CDP,28695.0,41.4,92.6
WA,Sudden Valley CDP,74805.0,7.8,99.1
FL,Gun Club Estates CDP,39844.0,14.4,76.7
TX,Lucas,119194.0,13.2,96.7
CO,Marble town,64167.0,10.7,94.2
IL,Highland Park,122829.0,6.5,96.7
OK,Hunter town,46250.0,8.3,82.4
TX,Tom Bean,44286.0,19.5,91.3
IA,Aurelia,50556.0,17.8,93.1
CA,Independence CDP,48529.0,14.5,91.9
PA,Pocono Pines CDP,50482.0,2.4,96.6
MT,Edgar CDP,42159.0,2.2,82.6
CO,Manzanola town,29844.0,24.9,70.7
TX,Douglassville town,29063.0,20.7,78.0
CO,Peyton CDP,51643.0,3.9,100.0
MN,Redwood Falls,43063.0,11.8,87.7
OK,Elgin,65625.0,7.9,93.1
RI,Clayville CDP,120875.0,0.0,92.4
PA,Rennerdale CDP,73013.0,0.0,97.2
IA,Sheffield,48036.0,11.8,93.6
NY,Old Bethpage CDP,117600.0,2.8,96.2
MO,Frontenac,127500.0,4.2,100.0
MA,Gloucester,61505.0,9.3,88.7
PA,Sugar Notch borough,42132.0,16.2,89.2
MN,Regal,59375.0,11.1,100.0
MA,Dedham CDP,83438.0,4.8,94.1
OR,Sisters,50324.0,15.4,91.7
IL,Muncie village,40833.0,11.4,87.1
NM,Texico,32188.0,30.9,70.4
VT,Troy CDP,37614.0,6.7,80.3
MO,Windsor,37541.0,13.7,88.2
CA,Woodbridge CDP,77000.0,9.3,86.7
IL,Liberty village,41964.0,11.7,84.8
NE,Arlington village,63036.0,11.0,95.4
IN,Dillsboro town,39440.0,21.0,84.0
KS,Andover,83608.0,2.7,97.3
NE,Pickrell village,49286.0,2.2,95.1
OK,Wardville CDP,49750.0,0.0,85.7
FL,East Bronson CDP,28864.0,32.9,72.4
FL,Vineyards CDP,80180.0,7.4,96.9
OR,Hayesville CDP,40632.0,22.0,77.1
IL,Lake Barrington village,90938.0,5.0,98.7
CA,Wofford Heights CDP,45163.0,2.6,88.6
OH,Elmore village,56979.0,4.2,97.3
CA,Palermo CDP,39366.0,24.3,71.6
OK,Ninnekah town,51771.0,7.0,87.9
TX,Callisburg,49792.0,7.1,97.2
NY,Spackenkill CDP,114297.0,0.9,96.5
TX,Eagle Lake,40227.0,26.8,75.4
MN,Tamarack,29500.0,18.5,83.3
MN,Fountain,60000.0,3.6,97.6
NC,Lincolnton,32217.0,28.6,78.6
CA,Panorama Heights CDP,32500.0,0.0,60.7
AL,Lineville,31472.0,12.9,77.8
TX,Broaddus town,36250.0,11.9,72.5
OR,Irrigon,51054.0,15.8,79.5
MI,Mayville village,35568.0,22.9,83.5
TX,Junction,27319.0,27.4,78.7
CA,Orick CDP,34375.0,30.3,87.1
SD,Howard,44375.0,7.7,87.7
NJ,Audubon Park borough,44722.0,8.6,84.2
IL,Ste. Marie village,47500.0,14.5,93.0
IA,Union,41705.0,7.5,90.4
AZ,Christopher Creek CDP,23611.0,37.8,100.0
ID,Irwin,46000.0,9.8,93.1
MD,Cresaptown CDP,41921.0,12.6,79.0
UT,Kearns CDP,56979.0,16.3,77.3
TX,Floresville,51446.0,15.9,75.6
CO,Pueblo,34550.0,25.0,85.3
AR,Brinkley,23112.0,36.3,76.5
AZ,Surprise,59916.0,9.8,92.9
IA,Olds,50313.0,9.2,93.2
NY,Tillson CDP,70068.0,12.3,85.3
CA,Freedom CDP,46333.0,34.3,59.9
OH,Republic village,43750.0,14.9,93.4
CA,Walnut Grove CDP,54167.0,15.8,87.4
WI,Pewaukee village,59478.0,6.9,97.6
IN,Fountain town,38611.0,15.5,86.2
IN,Lake Santee CDP,91577.0,0.0,93.5
FL,Venice,49926.0,8.5,95.4
WI,Colby,37685.0,13.2,79.0
UT,Cottonwood Heights,79823.0,4.3,96.9
IL,Teutopolis village,68750.0,3.0,95.7
FL,South Miami Heights CDP,38185.0,20.0,74.3
OH,Rockford village,44643.0,22.8,88.2
MS,Wesson town,54444.0,13.6,84.3
CT,Wauregan CDP,48274.0,18.1,79.8
OH,Westfield Center village,74702.0,1.4,97.1
NC,Montreat town,62188.0,15.1,91.8
UT,Sutherland CDP,63606.0,0.0,100.0
UT,Rush Valley town,63750.0,5.0,86.6
VT,North Troy village,43654.0,17.4,72.9
WA,Venersborg CDP,97500.0,3.0,94.8
VA,Vinton town,45271.0,14.2,86.2
NY,St. Bonaventure CDP,34883.0,12.3,89.1
WI,Cottage Grove village,86923.0,9.5,93.2
IL,Monticello,71859.0,5.8,96.0
CA,Merced,37627.0,31.9,74.5
WA,Forks,34269.0,21.6,89.2
NJ,South Toms River borough,66250.0,13.7,80.4
WV,West Logan town,40750.0,12.9,86.2
PA,West Lawn CDP,53182.0,8.0,90.9
